name,address,city,phone,email,website,description,source_url,country,crawl_timestamp
Agatec Drills (Pvt) Ltd.,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=6563,Zimbabwe,2025-12-03T16:46:39.718024
Vortex Drilling,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=5884,Zimbabwe,2025-12-03T16:46:39.729378
Solar Maintenance & Cleaning,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=18238,Zimbabwe,2025-12-03T16:46:39.737312
Bluetek Generators and Water Pump,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=6441,Zimbabwe,2025-12-03T16:46:39.748961
Madison Solar Engineering,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=11893,Zimbabwe,2025-12-03T16:46:39.757598
Valence Energy Solutions,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=15588,Zimbabwe,2025-12-03T16:46:39.766447
Posrunna Solar,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=15654,Zimbabwe,2025-12-03T16:46:39.777006
Aurora Energy,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=15425,Zimbabwe,2025-12-03T16:46:39.786535
Spartan Drilling Services,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=15345,Zimbabwe,2025-12-03T16:46:39.795339
Tandamanzi Drilling (Pvt) Ltd,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=105,Zimbabwe,2025-12-03T16:46:39.804366
Agatec Drills (Pvt) Ltd.,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=6563,Zimbabwe,2025-12-03T16:46:39.810836
Vortex Drilling,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=5884,Zimbabwe,2025-12-03T16:46:39.862946
Solar Maintenance & Cleaning,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=18238,Zimbabwe,2025-12-03T16:46:39.937257
Bluetek Generators and Water Pump,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=6441,Zimbabwe,2025-12-03T16:46:39.970936
Madison Solar Engineering,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=11893,Zimbabwe,2025-12-03T16:46:40.026040
Valence Energy Solutions,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=15588,Zimbabwe,2025-12-03T16:46:40.034559
Posrunna Solar,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=15654,Zimbabwe,2025-12-03T16:46:40.043741
Aurora Energy,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=15425,Zimbabwe,2025-12-03T16:46:40.056039
Dr. Arevshatian Art,,,,,https://thedirectory.co.zw/company.cfm?companyid=7975,Arundel Dental,https://thedirectory.co.zw/company.cfm?companyid=7975,Zimbabwe,2025-12-03T16:46:42.742253
Dr(Dr) Farayi Shakespeare Moyana (PhD),,,,,https://thedirectory.co.zw/company.cfm?companyid=6371,DENTAL SURGEON with Special Interest in ORTHODONTICS & Medical Ethics/ Bioethics,https://thedirectory.co.zw/company.cfm?companyid=6371,Zimbabwe,2025-12-03T16:46:44.112879
